,Age at enrollment,Unemployment rate,Inflation rate,GDP,Enrolled1,Approved1,Enrolled2,Approved2,Tasa_1st,Tasa_2nd
2299,26,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2300,23,12.4,0.5,1.79,7,3,6,1,42.857142857142854,16.666666666666664
2301,18,16.2,0.3,-0.92,6,6,6,5,100.0,83.33333333333334
2302,22,15.5,2.8,-4.06,5,5,5,2,100.0,40.0
2303,19,12.4,0.5,1.79,5,5,5,5,100.0,100.0
2304,20,11.1,0.6,2.02,5,0,5,0,0.0,0.0
2305,22,7.6,2.6,0.32,6,6,6,6,100.0,100.0
2306,18,12.7,3.7,-1.7,5,2,5,0,40.0,0.0
2307,39,10.8,1.4,1.74,2,0,4,0,0.0,0.0
2308,18,10.8,1.4,1.74,8,0,8,0,0.0,0.0
2309,18,8.9,1.4,3.51,5,5,5,5,100.0,100.0
2310,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2311,18,12.4,0.5,1.79,7,6,8,8,85.71428571428571,100.0
2312,18,7.6,2.6,0.32,5,4,5,0,80.0,0.0
2313,22,10.8,1.4,1.74,5,4,5,5,80.0,100.0
2314,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2315,18,12.7,3.7,-1.7,5,5,5,5,100.0,100.0
2316,31,16.2,0.3,-0.92,5,2,5,2,40.0,40.0
2317,28,12.7,3.7,-1.7,5,0,5,0,0.0,0.0
2318,19,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2319,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2320,50,8.9,1.4,3.51,6,4,6,0,66.66666666666666,0.0
2321,38,13.9,-0.3,0.79,6,5,6,4,83.33333333333334,66.66666666666666
2322,31,9.4,-0.8,-3.12,5,1,5,1,20.0,20.0
2323,27,7.6,2.6,0.32,7,7,7,7,100.0,100.0
2324,21,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2325,34,8.9,1.4,3.51,5,1,5,0,20.0,0.0
2326,19,7.6,2.6,0.32,5,0,5,1,0.0,20.0
2327,40,9.4,-0.8,-3.12,5,2,5,3,40.0,60.0
2328,18,12.7,3.7,-1.7,0,0,0,0,0.0,0.0
2329,46,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2330,37,7.6,2.6,0.32,6,0,5,0,0.0,0.0
2331,31,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2332,34,12.4,0.5,1.79,6,5,6,5,83.33333333333334,83.33333333333334
2333,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2334,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2335,19,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2336,40,15.5,2.8,-4.06,5,4,8,5,80.0,62.5
2337,25,12.4,0.5,1.79,6,0,6,0,0.0,0.0
2338,20,11.1,0.6,2.02,5,4,6,3,80.0,50.0
2339,20,11.1,0.6,2.02,5,5,5,5,100.0,100.0
2340,43,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2341,18,7.6,2.6,0.32,5,4,5,3,80.0,60.0
2342,35,15.5,2.8,-4.06,18,18,13,12,100.0,92.3076923076923
2343,23,7.6,2.6,0.32,5,4,5,5,80.0,100.0
2344,19,12.4,0.5,1.79,7,7,9,8,100.0,88.88888888888889
2345,21,8.9,1.4,3.51,11,9,9,7,81.81818181818183,77.77777777777779
2346,19,13.9,-0.3,0.79,6,4,6,4,66.66666666666666,66.66666666666666
2347,20,12.4,0.5,1.79,5,5,5,5,100.0,100.0
2348,30,12.4,0.5,1.79,6,0,6,0,0.0,0.0
2349,44,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2350,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
2351,22,16.2,0.3,-0.92,18,12,12,10,66.66666666666666,83.33333333333334
2352,18,7.6,2.6,0.32,5,4,5,5,80.0,100.0
2353,21,12.7,3.7,-1.7,6,4,6,5,66.66666666666666,83.33333333333334
2354,18,7.6,2.6,0.32,6,0,6,0,0.0,0.0
2355,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2356,19,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2357,21,16.2,0.3,-0.92,6,4,6,4,66.66666666666666,66.66666666666666
2358,31,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2359,21,9.4,-0.8,-3.12,6,4,6,2,66.66666666666666,33.33333333333333
2360,24,8.9,1.4,3.51,5,1,5,1,20.0,20.0
2361,27,9.4,-0.8,-3.12,4,0,5,0,0.0,0.0
2362,20,12.4,0.5,1.79,5,3,5,5,60.0,100.0
2363,22,10.8,1.4,1.74,5,0,5,2,0.0,40.0
2364,19,15.5,2.8,-4.06,6,4,6,4,66.66666666666666,66.66666666666666
2365,19,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2366,23,11.1,0.6,2.02,17,13,17,11,76.47058823529412,64.70588235294117
2367,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2368,29,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
2369,29,10.8,1.4,1.74,5,1,5,3,20.0,60.0
2370,20,16.2,0.3,-0.92,6,6,6,5,100.0,83.33333333333334
2371,19,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2372,22,10.8,1.4,1.74,0,0,0,0,0.0,0.0
2373,20,11.1,0.6,2.02,6,5,6,6,83.33333333333334,100.0
2374,24,9.4,-0.8,-3.12,5,4,5,3,80.0,60.0
2375,21,12.7,3.7,-1.7,6,4,6,5,66.66666666666666,83.33333333333334
2376,25,12.7,3.7,-1.7,5,4,5,4,80.0,80.0
2377,32,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2378,26,7.6,2.6,0.32,12,8,8,3,66.66666666666666,37.5
2379,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2380,19,16.2,0.3,-0.92,6,5,6,6,83.33333333333334,100.0
2381,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2382,27,11.1,0.6,2.02,6,6,5,5,100.0,100.0
2383,21,8.9,1.4,3.51,12,10,12,9,83.33333333333334,75.0
2384,20,13.9,-0.3,0.79,5,4,5,0,80.0,0.0
2385,21,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2386,22,9.4,-0.8,-3.12,6,5,6,3,83.33333333333334,50.0
2387,19,12.7,3.7,-1.7,0,0,0,0,0.0,0.0
2388,18,11.1,0.6,2.02,5,4,5,2,80.0,40.0
2389,28,13.9,-0.3,0.79,5,0,5,0,0.0,0.0
2390,25,15.5,2.8,-4.06,10,6,7,4,60.0,57.14285714285714
2391,25,15.5,2.8,-4.06,14,8,13,10,57.14285714285714,76.92307692307693
2392,18,8.9,1.4,3.51,5,2,5,3,40.0,60.0
2393,26,10.8,1.4,1.74,6,0,6,0,0.0,0.0
2394,18,13.9,-0.3,0.79,5,5,5,5,100.0,100.0
2395,22,15.5,2.8,-4.06,6,3,6,3,50.0,50.0
2396,25,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2397,19,8.9,1.4,3.51,6,5,6,5,83.33333333333334,83.33333333333334
2398,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2399,19,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
2400,45,10.8,1.4,1.74,8,4,8,4,50.0,50.0
2401,52,7.6,2.6,0.32,5,5,5,5,100.0,100.0
2402,20,9.4,-0.8,-3.12,5,3,5,3,60.0,60.0
2403,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
2404,21,12.4,0.5,1.79,7,4,7,4,57.14285714285714,57.14285714285714
2405,35,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2406,36,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2407,47,15.5,2.8,-4.06,7,0,8,0,0.0,0.0
2408,22,8.9,1.4,3.51,5,0,5,0,0.0,0.0
2409,41,7.6,2.6,0.32,5,4,5,3,80.0,60.0
2410,26,10.8,1.4,1.74,5,0,5,0,0.0,0.0
2411,51,10.8,1.4,1.74,6,4,6,0,66.66666666666666,0.0
2412,43,9.4,-0.8,-3.12,5,3,5,4,60.0,80.0
2413,41,7.6,2.6,0.32,6,5,6,3,83.33333333333334,50.0
2414,23,7.6,2.6,0.32,10,8,10,10,80.0,100.0
2415,22,9.4,-0.8,-3.12,6,0,5,0,0.0,0.0
2416,25,12.7,3.7,-1.7,6,4,6,4,66.66666666666666,66.66666666666666
2417,25,9.4,-0.8,-3.12,15,15,14,14,100.0,100.0
2418,22,8.9,1.4,3.51,12,11,11,11,91.66666666666666,100.0
2419,24,8.9,1.4,3.51,7,7,6,5,100.0,83.33333333333334
2420,47,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2421,41,7.6,2.6,0.32,5,0,5,0,0.0,0.0
2422,43,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
2423,29,16.2,0.3,-0.92,3,0,4,0,0.0,0.0
2424,30,7.6,2.6,0.32,2,0,2,0,0.0,0.0
2425,26,12.7,3.7,-1.7,4,0,5,0,0.0,0.0
2426,27,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
2427,36,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2428,29,15.5,2.8,-4.06,9,6,7,6,66.66666666666666,85.71428571428571
2429,35,9.4,-0.8,-3.12,10,7,8,5,70.0,62.5
2430,18,10.8,1.4,1.74,6,4,6,5,66.66666666666666,83.33333333333334
2431,24,8.9,1.4,3.51,5,5,5,5,100.0,100.0
2432,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2433,18,7.6,2.6,0.32,5,4,5,3,80.0,60.0
2434,21,9.4,-0.8,-3.12,5,0,5,3,0.0,60.0
2435,21,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2436,32,15.5,2.8,-4.06,18,13,12,12,72.22222222222221,100.0
2437,22,11.1,0.6,2.02,5,3,6,3,60.0,50.0
2438,32,15.5,2.8,-4.06,17,11,12,10,64.70588235294117,83.33333333333334
2439,35,9.4,-0.8,-3.12,5,1,5,0,20.0,0.0
2440,23,8.9,1.4,3.51,5,0,5,0,0.0,0.0
2441,39,7.6,2.6,0.32,6,5,6,3,83.33333333333334,50.0
2442,35,9.4,-0.8,-3.12,5,0,5,1,0.0,20.0
2443,32,16.2,0.3,-0.92,6,6,12,12,100.0,100.0
2444,20,7.6,2.6,0.32,6,0,6,0,0.0,0.0
2445,34,16.2,0.3,-0.92,7,6,7,4,85.71428571428571,57.14285714285714
2446,44,8.9,1.4,3.51,7,7,5,5,100.0,100.0
2447,53,16.2,0.3,-0.92,11,2,9,3,18.181818181818183,33.33333333333333
2448,28,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2449,31,12.7,3.7,-1.7,9,9,5,5,100.0,100.0
2450,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2451,44,15.5,2.8,-4.06,7,4,6,0,57.14285714285714,0.0
2452,19,12.7,3.7,-1.7,5,5,5,4,100.0,80.0
2453,21,8.9,1.4,3.51,12,12,11,11,100.0,100.0
2454,18,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2455,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2456,55,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2457,27,7.6,2.6,0.32,5,3,5,1,60.0,20.0
2458,19,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2459,18,12.4,0.5,1.79,5,5,5,5,100.0,100.0
2460,43,15.5,2.8,-4.06,6,4,6,0,66.66666666666666,0.0
2461,18,13.9,-0.3,0.79,6,0,6,0,0.0,0.0
2462,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2463,20,8.9,1.4,3.51,6,0,6,0,0.0,0.0
2464,29,10.8,1.4,1.74,5,4,5,4,80.0,80.0
2465,44,13.9,-0.3,0.79,6,5,6,0,83.33333333333334,0.0
2466,18,10.8,1.4,1.74,5,4,5,1,80.0,20.0
2467,20,15.5,2.8,-4.06,6,5,6,6,83.33333333333334,100.0
2468,20,12.4,0.5,1.79,6,4,9,3,66.66666666666666,33.33333333333333
2469,36,10.8,1.4,1.74,4,0,5,0,0.0,0.0
2470,19,13.9,-0.3,0.79,6,5,6,2,83.33333333333334,33.33333333333333
2471,29,12.7,3.7,-1.7,5,0,5,0,0.0,0.0
2472,18,10.8,1.4,1.74,6,4,6,3,66.66666666666666,50.0
2473,24,13.9,-0.3,0.79,6,0,6,0,0.0,0.0
2474,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
2475,45,16.2,0.3,-0.92,6,0,5,0,0.0,0.0
2476,28,7.6,2.6,0.32,23,20,23,20,86.95652173913044,86.95652173913044
2477,23,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
2478,18,12.4,0.5,1.79,7,7,8,7,100.0,87.5
2479,23,9.4,-0.8,-3.12,5,3,5,3,60.0,60.0
2480,22,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2481,22,12.4,0.5,1.79,6,6,6,5,100.0,83.33333333333334
2482,33,10.8,1.4,1.74,5,5,5,5,100.0,100.0
2483,21,8.9,1.4,3.51,12,10,12,11,83.33333333333334,91.66666666666666
2484,45,15.5,2.8,-4.06,5,5,5,5,100.0,100.0
2485,44,15.5,2.8,-4.06,10,4,7,1,40.0,14.285714285714285
2486,42,12.7,3.7,-1.7,6,0,6,0,0.0,0.0
2487,20,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2488,20,9.4,-0.8,-3.12,5,3,5,2,60.0,40.0
2489,20,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2490,20,9.4,-0.8,-3.12,6,3,6,4,50.0,66.66666666666666
2491,19,8.9,1.4,3.51,5,5,5,2,100.0,40.0
2492,26,12.4,0.5,1.79,8,4,10,7,50.0,70.0
2493,31,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
2494,19,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2495,28,7.6,2.6,0.32,6,6,6,6,100.0,100.0
2496,20,10.8,1.4,1.74,0,0,0,0,0.0,0.0
2497,43,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2498,25,15.5,2.8,-4.06,0,0,0,0,0.0,0.0
2499,40,16.2,0.3,-0.92,6,2,6,1,33.33333333333333,16.666666666666664
2500,20,12.4,0.5,1.79,6,6,6,5,100.0,83.33333333333334
2501,46,11.1,0.6,2.02,6,3,6,6,50.0,100.0
2502,26,8.9,1.4,3.51,21,20,14,14,95.23809523809523,100.0
2503,34,12.4,0.5,1.79,7,6,8,7,85.71428571428571,87.5
2504,19,10.8,1.4,1.74,6,0,6,0,0.0,0.0
2505,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
2506,18,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
2507,37,13.9,-0.3,0.79,7,6,6,5,85.71428571428571,83.33333333333334
2508,23,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2509,26,15.5,2.8,-4.06,14,14,13,13,100.0,100.0
2510,18,10.8,1.4,1.74,6,5,6,0,83.33333333333334,0.0
2511,18,12.4,0.5,1.79,7,4,7,5,57.14285714285714,71.42857142857143
2512,19,11.1,0.6,2.02,7,7,8,8,100.0,100.0
2513,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2514,19,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
2515,20,8.9,1.4,3.51,5,4,5,1,80.0,20.0
2516,22,9.4,-0.8,-3.12,6,6,6,4,100.0,66.66666666666666
2517,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
2518,18,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2519,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2520,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2521,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2522,19,11.1,0.6,2.02,7,7,8,7,100.0,87.5
2523,20,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2524,19,15.5,2.8,-4.06,6,6,6,0,100.0,0.0
2525,18,15.5,2.8,-4.06,6,6,6,3,100.0,50.0
2526,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2527,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
2528,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2529,18,10.8,1.4,1.74,5,5,5,4,100.0,80.0
2530,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2531,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2532,19,9.4,-0.8,-3.12,6,3,6,6,50.0,100.0
2533,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2534,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2535,19,12.7,3.7,-1.7,6,5,6,4,83.33333333333334,66.66666666666666
2536,19,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2537,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2538,20,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
2539,18,10.8,1.4,1.74,5,4,5,5,80.0,100.0
2540,33,12.4,0.5,1.79,5,2,5,0,40.0,0.0
2541,19,13.9,-0.3,0.79,7,6,6,0,85.71428571428571,0.0
2542,18,15.5,2.8,-4.06,7,7,8,8,100.0,100.0
2543,19,8.9,1.4,3.51,6,0,6,0,0.0,0.0
2544,19,15.5,2.8,-4.06,6,3,6,4,50.0,66.66666666666666
2545,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2546,20,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2547,19,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2548,18,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2549,19,13.9,-0.3,0.79,6,2,6,0,33.33333333333333,0.0
2550,25,13.9,-0.3,0.79,16,15,13,11,93.75,84.61538461538461
2551,20,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2552,19,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2553,33,7.6,2.6,0.32,5,2,5,0,40.0,0.0
2554,18,8.9,1.4,3.51,5,3,5,3,60.0,60.0
2555,18,7.6,2.6,0.32,5,4,5,2,80.0,40.0
2556,19,11.1,0.6,2.02,5,4,5,5,80.0,100.0
2557,18,12.4,0.5,1.79,0,0,0,0,0.0,0.0
2558,19,13.9,-0.3,0.79,5,5,5,2,100.0,40.0
2559,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2560,18,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
2561,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2562,37,16.2,0.3,-0.92,7,2,7,0,28.57142857142857,0.0
2563,20,9.4,-0.8,-3.12,6,1,5,0,16.666666666666664,0.0
2564,20,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2565,21,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2566,18,12.4,0.5,1.79,7,7,8,8,100.0,100.0
2567,26,15.5,2.8,-4.06,6,3,6,5,50.0,83.33333333333334
2568,41,7.6,2.6,0.32,5,5,5,5,100.0,100.0
2569,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2570,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2571,31,11.1,0.6,2.02,7,7,8,8,100.0,100.0
2572,23,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2573,19,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
2574,20,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2575,40,12.7,3.7,-1.7,9,9,7,7,100.0,100.0
2576,32,16.2,0.3,-0.92,6,4,6,3,66.66666666666666,50.0
2577,24,10.8,1.4,1.74,6,2,6,1,33.33333333333333,16.666666666666664
2578,18,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
2579,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2580,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2581,27,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2582,18,7.6,2.6,0.32,5,5,5,5,100.0,100.0
2583,26,12.7,3.7,-1.7,5,4,5,4,80.0,80.0
2584,19,7.6,2.6,0.32,6,6,6,6,100.0,100.0
2585,19,7.6,2.6,0.32,6,5,6,6,83.33333333333334,100.0
2586,21,9.4,-0.8,-3.12,5,3,5,3,60.0,60.0
2587,24,12.7,3.7,-1.7,5,2,5,1,40.0,20.0
2588,20,12.7,3.7,-1.7,6,3,6,2,50.0,33.33333333333333
2589,18,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
2590,30,11.1,0.6,2.02,6,0,6,0,0.0,0.0
2591,22,11.1,0.6,2.02,7,6,7,6,85.71428571428571,85.71428571428571
2592,21,10.8,1.4,1.74,9,9,10,10,100.0,100.0
2593,26,13.9,-0.3,0.79,7,6,8,8,85.71428571428571,100.0
2594,23,9.4,-0.8,-3.12,5,2,5,1,40.0,20.0
2595,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2596,21,12.7,3.7,-1.7,6,5,6,5,83.33333333333334,83.33333333333334
2597,18,13.9,-0.3,0.79,0,0,0,0,0.0,0.0
2598,21,9.4,-0.8,-3.12,5,2,5,4,40.0,80.0
2599,18,7.6,2.6,0.32,6,5,6,5,83.33333333333334,83.33333333333334
2600,19,12.7,3.7,-1.7,6,6,6,5,100.0,83.33333333333334
2601,22,7.6,2.6,0.32,6,4,6,3,66.66666666666666,50.0
2602,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2603,19,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2604,19,9.4,-0.8,-3.12,6,2,6,1,33.33333333333333,16.666666666666664
2605,27,9.4,-0.8,-3.12,5,3,5,5,60.0,100.0
2606,22,12.7,3.7,-1.7,5,5,5,5,100.0,100.0
2607,18,15.5,2.8,-4.06,6,5,6,6,83.33333333333334,100.0
2608,20,9.4,-0.8,-3.12,6,6,6,4,100.0,66.66666666666666
2609,34,9.4,-0.8,-3.12,8,3,7,2,37.5,28.57142857142857
2610,18,13.9,-0.3,0.79,7,6,8,8,85.71428571428571,100.0
2611,20,9.4,-0.8,-3.12,6,4,6,4,66.66666666666666,66.66666666666666
2612,20,12.7,3.7,-1.7,5,5,5,5,100.0,100.0
2613,25,16.2,0.3,-0.92,5,0,5,0,0.0,0.0
2614,18,8.9,1.4,3.51,5,5,5,3,100.0,60.0
2615,18,8.9,1.4,3.51,6,5,6,4,83.33333333333334,66.66666666666666
2616,18,9.4,-0.8,-3.12,6,5,6,0,83.33333333333334,0.0
2617,19,12.4,0.5,1.79,6,5,6,5,83.33333333333334,83.33333333333334
2618,19,10.8,1.4,1.74,6,6,6,5,100.0,83.33333333333334
2619,21,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2620,29,9.4,-0.8,-3.12,10,9,11,10,90.0,90.9090909090909
2621,20,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2622,21,8.9,1.4,3.51,13,11,11,10,84.61538461538461,90.9090909090909
2623,34,10.8,1.4,1.74,2,2,1,1,100.0,100.0
2624,20,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2625,24,10.8,1.4,1.74,5,0,5,1,0.0,20.0
2626,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
2627,19,7.6,2.6,0.32,7,7,7,7,100.0,100.0
2628,18,15.5,2.8,-4.06,5,4,5,4,80.0,80.0
2629,28,10.8,1.4,1.74,5,4,5,5,80.0,100.0
2630,28,11.1,0.6,2.02,5,2,5,1,40.0,20.0
2631,20,7.6,2.6,0.32,6,4,6,0,66.66666666666666,0.0
2632,22,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2633,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
2634,20,12.4,0.5,1.79,6,6,6,4,100.0,66.66666666666666
2635,26,12.4,0.5,1.79,7,2,5,0,28.57142857142857,0.0
2636,21,9.4,-0.8,-3.12,6,3,6,0,50.0,0.0
2637,18,12.4,0.5,1.79,0,0,0,0,0.0,0.0
2638,18,11.1,0.6,2.02,5,5,5,5,100.0,100.0
2639,22,11.1,0.6,2.02,17,17,17,17,100.0,100.0
2640,36,16.2,0.3,-0.92,5,0,5,0,0.0,0.0
2641,20,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2642,20,10.8,1.4,1.74,6,3,6,0,50.0,0.0
2643,25,12.4,0.5,1.79,5,4,5,3,80.0,60.0
2644,35,15.5,2.8,-4.06,6,5,6,5,83.33333333333334,83.33333333333334
2645,22,11.1,0.6,2.02,0,0,0,0,0.0,0.0
2646,26,12.4,0.5,1.79,7,7,8,7,100.0,87.5
2647,20,16.2,0.3,-0.92,6,4,6,2,66.66666666666666,33.33333333333333
2648,50,16.2,0.3,-0.92,13,6,11,2,46.15384615384615,18.181818181818183
2649,20,10.8,1.4,1.74,8,5,8,5,62.5,62.5
2650,20,12.4,0.5,1.79,7,5,8,8,71.42857142857143,100.0
2651,35,15.5,2.8,-4.06,6,5,6,1,83.33333333333334,16.666666666666664
2652,19,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
2653,43,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2654,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
2655,25,12.7,3.7,-1.7,8,6,8,6,75.0,75.0
2656,19,13.9,-0.3,0.79,0,0,0,0,0.0,0.0
2657,20,7.6,2.6,0.32,6,6,6,6,100.0,100.0
2658,22,12.7,3.7,-1.7,0,0,0,0,0.0,0.0
2659,19,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
2660,32,13.9,-0.3,0.79,5,4,5,4,80.0,80.0
2661,57,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
2662,20,16.2,0.3,-0.92,7,4,7,4,57.14285714285714,57.14285714285714
2663,38,8.9,1.4,3.51,5,0,5,0,0.0,0.0
2664,45,12.4,0.5,1.79,5,5,5,5,100.0,100.0
2665,43,10.8,1.4,1.74,6,2,6,4,33.33333333333333,66.66666666666666
2666,19,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2667,49,15.5,2.8,-4.06,5,2,5,1,40.0,20.0
2668,43,10.8,1.4,1.74,8,7,8,7,87.5,87.5
2669,34,11.1,0.6,2.02,6,4,5,0,66.66666666666666,0.0
2670,18,12.4,0.5,1.79,5,4,5,5,80.0,100.0
2671,43,10.8,1.4,1.74,5,5,5,5,100.0,100.0
2672,21,15.5,2.8,-4.06,6,3,6,1,50.0,16.666666666666664
2673,40,7.6,2.6,0.32,5,3,5,4,60.0,80.0
2674,19,10.8,1.4,1.74,6,4,6,6,66.66666666666666,100.0
2675,27,10.8,1.4,1.74,6,6,6,4,100.0,66.66666666666666
2676,43,16.2,0.3,-0.92,7,0,8,2,0.0,25.0
2677,31,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2678,26,8.9,1.4,3.51,6,0,6,0,0.0,0.0
2679,34,8.9,1.4,3.51,5,5,5,5,100.0,100.0
2680,30,7.6,2.6,0.32,14,12,14,12,85.71428571428571,85.71428571428571
2681,36,16.2,0.3,-0.92,7,6,8,0,85.71428571428571,0.0
2682,46,11.1,0.6,2.02,5,0,5,1,0.0,20.0
2683,22,7.6,2.6,0.32,5,3,5,3,60.0,60.0
2684,27,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2685,20,8.9,1.4,3.51,5,5,5,3,100.0,60.0
2686,20,8.9,1.4,3.51,5,5,5,3,100.0,60.0
2687,31,12.7,3.7,-1.7,4,0,5,0,0.0,0.0
2688,20,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2689,21,10.8,1.4,1.74,6,2,6,0,33.33333333333333,0.0
2690,21,16.2,0.3,-0.92,5,4,5,2,80.0,40.0
2691,19,16.2,0.3,-0.92,5,5,5,4,100.0,80.0
2692,20,8.9,1.4,3.51,5,5,5,4,100.0,80.0
