,Marital status,attendance,Esn,Debtor,fees,Gender,scholarship,Target,Sector_Agronomy and Veterinary Science,Sector_Business and Communication,Sector_Education,Sector_Renewable Energies,Sector_Social Services and Health,Sector_Technology and Design,Sector_Tourism,Age at enrollment,Unemployment rate,Inflation rate,GDP,Enrolled1,Approved1,Enrolled2,Approved2,Tasa_1st,Tasa_2nd
2352,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,18,7.6,2.6,0.32,5,4,5,5,80.0,100.0
2353,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,21,12.7,3.7,-1.7,6,4,6,5,66.66666666666666,83.33333333333334
2354,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,18,7.6,2.6,0.32,6,0,6,0,0.0,0.0
2355,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2356,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,19,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2357,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,21,16.2,0.3,-0.92,6,4,6,4,66.66666666666666,66.66666666666666
2358,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,31,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2359,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,21,9.4,-0.8,-3.12,6,4,6,2,66.66666666666666,33.33333333333333
2360,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,24,8.9,1.4,3.51,5,1,5,1,20.0,20.0
2361,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,27,9.4,-0.8,-3.12,4,0,5,0,0.0,0.0
2362,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,20,12.4,0.5,1.79,5,3,5,5,60.0,100.0
2363,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,22,10.8,1.4,1.74,5,0,5,2,0.0,40.0
2364,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,19,15.5,2.8,-4.06,6,4,6,4,66.66666666666666,66.66666666666666
2365,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,19,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2366,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,23,11.1,0.6,2.02,17,13,17,11,76.47058823529412,64.70588235294117
2367,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2368,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,29,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
2369,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,29,10.8,1.4,1.74,5,1,5,3,20.0,60.0
2370,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,20,16.2,0.3,-0.92,6,6,6,5,100.0,83.33333333333334
2371,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,19,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2372,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,22,10.8,1.4,1.74,0,0,0,0,0.0,0.0
2373,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,20,11.1,0.6,2.02,6,5,6,6,83.33333333333334,100.0
2374,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,24,9.4,-0.8,-3.12,5,4,5,3,80.0,60.0
2375,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,21,12.7,3.7,-1.7,6,4,6,5,66.66666666666666,83.33333333333334
2376,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,25,12.7,3.7,-1.7,5,4,5,4,80.0,80.0
2377,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,32,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2378,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26,7.6,2.6,0.32,12,8,8,3,66.66666666666666,37.5
2379,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2380,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,19,16.2,0.3,-0.92,6,5,6,6,83.33333333333334,100.0
2381,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2382,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,27,11.1,0.6,2.02,6,6,5,5,100.0,100.0
2383,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,21,8.9,1.4,3.51,12,10,12,9,83.33333333333334,75.0
2384,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,20,13.9,-0.3,0.79,5,4,5,0,80.0,0.0
2385,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,21,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2386,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,22,9.4,-0.8,-3.12,6,5,6,3,83.33333333333334,50.0
2387,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,19,12.7,3.7,-1.7,0,0,0,0,0.0,0.0
2388,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,18,11.1,0.6,2.02,5,4,5,2,80.0,40.0
2389,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,28,13.9,-0.3,0.79,5,0,5,0,0.0,0.0
2390,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,25,15.5,2.8,-4.06,10,6,7,4,60.0,57.14285714285714
2391,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,25,15.5,2.8,-4.06,14,8,13,10,57.14285714285714,76.92307692307693
2392,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,18,8.9,1.4,3.51,5,2,5,3,40.0,60.0
2393,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,26,10.8,1.4,1.74,6,0,6,0,0.0,0.0
2394,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,18,13.9,-0.3,0.79,5,5,5,5,100.0,100.0
2395,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,22,15.5,2.8,-4.06,6,3,6,3,50.0,50.0
2396,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,25,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2397,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,19,8.9,1.4,3.51,6,5,6,5,83.33333333333334,83.33333333333334
2398,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2399,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
2400,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,45,10.8,1.4,1.74,8,4,8,4,50.0,50.0
2401,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,52,7.6,2.6,0.32,5,5,5,5,100.0,100.0
2402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,20,9.4,-0.8,-3.12,5,3,5,3,60.0,60.0
2403,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
2404,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,21,12.4,0.5,1.79,7,4,7,4,57.14285714285714,57.14285714285714
2405,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,35,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2406,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,36,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2407,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,47,15.5,2.8,-4.06,7,0,8,0,0.0,0.0
2408,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,22,8.9,1.4,3.51,5,0,5,0,0.0,0.0
2409,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,41,7.6,2.6,0.32,5,4,5,3,80.0,60.0
2410,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,26,10.8,1.4,1.74,5,0,5,0,0.0,0.0
2411,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,10.8,1.4,1.74,6,4,6,0,66.66666666666666,0.0
2412,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,43,9.4,-0.8,-3.12,5,3,5,4,60.0,80.0
2413,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,41,7.6,2.6,0.32,6,5,6,3,83.33333333333334,50.0
2414,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,23,7.6,2.6,0.32,10,8,10,10,80.0,100.0
2415,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,22,9.4,-0.8,-3.12,6,0,5,0,0.0,0.0
2416,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,25,12.7,3.7,-1.7,6,4,6,4,66.66666666666666,66.66666666666666
2417,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,25,9.4,-0.8,-3.12,15,15,14,14,100.0,100.0
2418,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,22,8.9,1.4,3.51,12,11,11,11,91.66666666666666,100.0
2419,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,24,8.9,1.4,3.51,7,7,6,5,100.0,83.33333333333334
2420,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,47,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
2421,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,41,7.6,2.6,0.32,5,0,5,0,0.0,0.0
2422,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,43,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
2423,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,29,16.2,0.3,-0.92,3,0,4,0,0.0,0.0
2424,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,30,7.6,2.6,0.32,2,0,2,0,0.0,0.0
2425,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,26,12.7,3.7,-1.7,4,0,5,0,0.0,0.0
2426,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
2427,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,36,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2428,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,29,15.5,2.8,-4.06,9,6,7,6,66.66666666666666,85.71428571428571
2429,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,35,9.4,-0.8,-3.12,10,7,8,5,70.0,62.5
2430,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,18,10.8,1.4,1.74,6,4,6,5,66.66666666666666,83.33333333333334
2431,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,8.9,1.4,3.51,5,5,5,5,100.0,100.0
2432,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2433,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,18,7.6,2.6,0.32,5,4,5,3,80.0,60.0
2434,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,21,9.4,-0.8,-3.12,5,0,5,3,0.0,60.0
2435,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,21,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2436,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,32,15.5,2.8,-4.06,18,13,12,12,72.22222222222221,100.0
2437,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,22,11.1,0.6,2.02,5,3,6,3,60.0,50.0
2438,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,32,15.5,2.8,-4.06,17,11,12,10,64.70588235294117,83.33333333333334
2439,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,35,9.4,-0.8,-3.12,5,1,5,0,20.0,0.0
2440,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,23,8.9,1.4,3.51,5,0,5,0,0.0,0.0
2441,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,39,7.6,2.6,0.32,6,5,6,3,83.33333333333334,50.0
2442,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,35,9.4,-0.8,-3.12,5,0,5,1,0.0,20.0
2443,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,32,16.2,0.3,-0.92,6,6,12,12,100.0,100.0
2444,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,20,7.6,2.6,0.32,6,0,6,0,0.0,0.0
2445,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,34,16.2,0.3,-0.92,7,6,7,4,85.71428571428571,57.14285714285714
2446,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,44,8.9,1.4,3.51,7,7,5,5,100.0,100.0
2447,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,53,16.2,0.3,-0.92,11,2,9,3,18.181818181818183,33.33333333333333
2448,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,28,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2449,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,31,12.7,3.7,-1.7,9,9,5,5,100.0,100.0
2450,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2451,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,44,15.5,2.8,-4.06,7,4,6,0,57.14285714285714,0.0
2452,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,19,12.7,3.7,-1.7,5,5,5,4,100.0,80.0
2453,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,21,8.9,1.4,3.51,12,12,11,11,100.0,100.0
2454,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,18,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
2455,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2456,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,55,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2457,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,27,7.6,2.6,0.32,5,3,5,1,60.0,20.0
2458,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,19,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2459,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,18,12.4,0.5,1.79,5,5,5,5,100.0,100.0
2460,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,43,15.5,2.8,-4.06,6,4,6,0,66.66666666666666,0.0
2461,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,18,13.9,-0.3,0.79,6,0,6,0,0.0,0.0
2462,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2463,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,20,8.9,1.4,3.51,6,0,6,0,0.0,0.0
2464,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,29,10.8,1.4,1.74,5,4,5,4,80.0,80.0
2465,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,44,13.9,-0.3,0.79,6,5,6,0,83.33333333333334,0.0
2466,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,18,10.8,1.4,1.74,5,4,5,1,80.0,20.0
2467,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,20,15.5,2.8,-4.06,6,5,6,6,83.33333333333334,100.0
2468,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,20,12.4,0.5,1.79,6,4,9,3,66.66666666666666,33.33333333333333
2469,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,36,10.8,1.4,1.74,4,0,5,0,0.0,0.0
2470,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,19,13.9,-0.3,0.79,6,5,6,2,83.33333333333334,33.33333333333333
2471,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29,12.7,3.7,-1.7,5,0,5,0,0.0,0.0
2472,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,18,10.8,1.4,1.74,6,4,6,3,66.66666666666666,50.0
2473,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,24,13.9,-0.3,0.79,6,0,6,0,0.0,0.0
2474,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
2475,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45,16.2,0.3,-0.92,6,0,5,0,0.0,0.0
2476,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,28,7.6,2.6,0.32,23,20,23,20,86.95652173913044,86.95652173913044
2477,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,23,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
2478,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,18,12.4,0.5,1.79,7,7,8,7,100.0,87.5
2479,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,23,9.4,-0.8,-3.12,5,3,5,3,60.0,60.0
2480,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,22,7.6,2.6,0.32,0,0,0,0,0.0,0.0
2481,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,22,12.4,0.5,1.79,6,6,6,5,100.0,83.33333333333334
2482,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,33,10.8,1.4,1.74,5,5,5,5,100.0,100.0
2483,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,21,8.9,1.4,3.51,12,10,12,11,83.33333333333334,91.66666666666666
2484,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,45,15.5,2.8,-4.06,5,5,5,5,100.0,100.0
2485,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,44,15.5,2.8,-4.06,10,4,7,1,40.0,14.285714285714285
2486,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,42,12.7,3.7,-1.7,6,0,6,0,0.0,0.0
2487,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,20,12.4,0.5,1.79,5,0,5,0,0.0,0.0
2488,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,20,9.4,-0.8,-3.12,5,3,5,2,60.0,40.0
2489,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,20,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2490,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,20,9.4,-0.8,-3.12,6,3,6,4,50.0,66.66666666666666
2491,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,19,8.9,1.4,3.51,5,5,5,2,100.0,40.0
2492,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,26,12.4,0.5,1.79,8,4,10,7,50.0,70.0
2493,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,31,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
2494,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,19,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2495,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,28,7.6,2.6,0.32,6,6,6,6,100.0,100.0
2496,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,20,10.8,1.4,1.74,0,0,0,0,0.0,0.0
2497,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,43,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2498,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,25,15.5,2.8,-4.06,0,0,0,0,0.0,0.0
2499,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,40,16.2,0.3,-0.92,6,2,6,1,33.33333333333333,16.666666666666664
2500,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,20,12.4,0.5,1.79,6,6,6,5,100.0,83.33333333333334
2501,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,46,11.1,0.6,2.02,6,3,6,6,50.0,100.0
2502,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,26,8.9,1.4,3.51,21,20,14,14,95.23809523809523,100.0
2503,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,34,12.4,0.5,1.79,7,6,8,7,85.71428571428571,87.5
2504,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,10.8,1.4,1.74,6,0,6,0,0.0,0.0
2505,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
2506,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
2507,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,37,13.9,-0.3,0.79,7,6,6,5,85.71428571428571,83.33333333333334
2508,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,23,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
2509,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,26,15.5,2.8,-4.06,14,14,13,13,100.0,100.0
2510,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,10.8,1.4,1.74,6,5,6,0,83.33333333333334,0.0
2511,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,18,12.4,0.5,1.79,7,4,7,5,57.14285714285714,71.42857142857143
2512,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,11.1,0.6,2.02,7,7,8,8,100.0,100.0
2513,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2514,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,19,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
2515,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,20,8.9,1.4,3.51,5,4,5,1,80.0,20.0
2516,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,22,9.4,-0.8,-3.12,6,6,6,4,100.0,66.66666666666666
2517,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
2518,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,18,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
2519,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2520,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2521,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2522,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,11.1,0.6,2.02,7,7,8,7,100.0,87.5
2523,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
2524,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,15.5,2.8,-4.06,6,6,6,0,100.0,0.0
2525,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18,15.5,2.8,-4.06,6,6,6,3,100.0,50.0
2526,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2527,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
2528,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2529,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,10.8,1.4,1.74,5,5,5,4,100.0,80.0
2530,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2531,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
2532,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,9.4,-0.8,-3.12,6,3,6,6,50.0,100.0
2533,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
2534,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2535,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,19,12.7,3.7,-1.7,6,5,6,4,83.33333333333334,66.66666666666666
2536,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,19,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
2537,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2538,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,20,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
2539,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,18,10.8,1.4,1.74,5,4,5,5,80.0,100.0
2540,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,33,12.4,0.5,1.79,5,2,5,0,40.0,0.0
2541,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,13.9,-0.3,0.79,7,6,6,0,85.71428571428571,0.0
2542,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,15.5,2.8,-4.06,7,7,8,8,100.0,100.0
2543,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19,8.9,1.4,3.51,6,0,6,0,0.0,0.0
2544,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,19,15.5,2.8,-4.06,6,3,6,4,50.0,66.66666666666666
2545,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18,12.4,0.5,1.79,6,6,6,6,100.0,100.0
2546,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20,10.8,1.4,1.74,6,6,6,6,100.0,100.0
2547,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2548,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,18,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
2549,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,19,13.9,-0.3,0.79,6,2,6,0,33.33333333333333,0.0
2550,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,25,13.9,-0.3,0.79,16,15,13,11,93.75,84.61538461538461
2551,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,20,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2552,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,19,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
2553,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,33,7.6,2.6,0.32,5,2,5,0,40.0,0.0
2554,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,18,8.9,1.4,3.51,5,3,5,3,60.0,60.0
2555,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,18,7.6,2.6,0.32,5,4,5,2,80.0,40.0
2556,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,19,11.1,0.6,2.02,5,4,5,5,80.0,100.0
2557,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,18,12.4,0.5,1.79,0,0,0,0,0.0,0.0
2558,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,19,13.9,-0.3,0.79,5,5,5,2,100.0,40.0
2559,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
2560,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,18,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
2561,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
2562,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,37,16.2,0.3,-0.92,7,2,7,0,28.57142857142857,0.0
