,Gender,scholarship,Target,Age at enrollment,Tasa_1st,Tasa_2nd,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Course_11,Course_12,Course_13,Course_14,Course_15,Course_16,Course_17
2240,1,0,1,0.5799018458611466,0.7935095109170607,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2243,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2244,1,0,0,3.1351867456863,-0.5288558886823052,-1.2390472159655834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2245,1,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2248,1,0,0,-0.05891937909514178,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2249,1,0,1,-0.6977406040514301,0.7935095109170607,0.3427890959851304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2250,1,0,0,-0.18668362408639944,0.7935095109170607,-0.8227745022943429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2251,1,0,0,0.19660911088737357,0.18318701879427676,-0.06591502289208757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,1,0,0,0.4521376008698889,-0.22369464262091296,-0.5200307105334407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,1,0,0,3.262950990677558,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2254,1,0,0,0.9631945808349196,-0.7933289686021783,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2255,1,0,0,3.901772215633846,0.7935095109170607,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2256,1,0,0,0.19660911088737357,0.7935095109170607,0.21790728188375827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,1,0,0,0.5799018458611466,-0.9696443552154272,-0.4065017886231024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2259,1,0,1,2.240837030747496,0.7935095109170607,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,1,0,0,-0.18668362408639944,-1.851221288281671,-0.6562654168258467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2262,1,0,0,1.3464873158086925,-0.9696443552154272,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2263,1,0,0,0.5799018458611466,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,1,0,0,3.3907152356688153,-0.9696443552154272,-1.2390472159655834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2268,1,0,0,-0.6977406040514301,-0.3399465458823958,-0.5849043801964914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2269,1,0,0,4.5405934405901345,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2270,1,0,0,1.2187230708174348,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2271,1,1,1,-0.05891937909514178,0.7935095109170607,0.4260436387193787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,0,0,2.6241297657212694,-0.264382808762432,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2273,1,0,0,1.7297800507824657,-1.851221288281671,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,1,0,0,1.602015805791208,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,1,0,0,-0.18668362408639944,-0.264382808762432,-0.6562654168258467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2276,1,0,1,3.262950990677558,0.7935095109170607,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,1,0,1,-0.05891937909514178,0.7935095109170607,0.009770925048137806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,1,0,0,3.0074225006950424,0.7935095109170607,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1,0,1,0.5799018458611466,0.6465800220726867,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,1,0,0,-0.3144478690776571,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2283,1,0,1,-0.3144478690776571,0.5530794382626305,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2285,1,0,0,3.262950990677558,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2286,1,0,1,2.1130727857562386,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2287,1,1,1,-0.18668362408639944,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2289,1,0,0,0.9631945808349196,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2290,1,0,0,0.8354303358436619,-0.9696443552154272,-0.8227745022943429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2291,1,0,1,-0.5699763590601724,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2292,1,0,0,-0.18668362408639944,-0.264382808762432,-0.15673816042035812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2293,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2294,1,0,0,-0.3144478690776571,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2296,1,0,0,-0.18668362408639944,-1.851221288281671,-1.1557926732313353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2297,1,0,1,-0.18668362408639944,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2298,1,0,1,-0.5699763590601724,-0.08806742214918344,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2299,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2304,1,0,0,-0.44221211406891475,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2306,1,0,0,-0.6977406040514301,-0.7933289686021783,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2307,1,0,0,1.9853085407649809,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2308,1,0,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2309,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2310,1,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2311,1,0,1,-0.6977406040514301,0.4156908253172418,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2312,1,1,0,-0.6977406040514301,0.2645633510773144,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2313,1,0,1,-0.18668362408639944,0.2645633510773144,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2314,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2315,1,0,0,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2316,1,0,0,0.9631945808349196,-0.7933289686021783,-0.6562654168258467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2317,1,0,0,0.5799018458611466,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2318,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2319,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2320,1,0,0,3.3907152356688153,-0.08806742214918344,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2322,1,0,0,0.9631945808349196,-1.3222751284419247,-1.1557926732313353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2324,1,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2325,1,0,0,1.3464873158086925,-1.3222751284419247,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2327,1,0,0,2.1130727857562386,-0.7933289686021783,-0.15673816042035812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2328,1,1,1,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,1,1,0,2.8796582557037844,-1.851221288281671,-1.6553199296368237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2330,1,0,0,1.7297800507824657,-1.851221288281671,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,1,0,0,0.9631945808349196,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,1,0,1,1.3464873158086925,0.35272104438393903,0.4260436387193787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,1,1,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2335,1,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2336,1,0,0,2.1130727857562386,0.2645633510773144,-0.09429725336967207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2337,1,0,0,0.19660911088737357,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2338,1,0,0,-0.44221211406891475,0.2645633510773144,-0.4065017886231024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2340,1,0,0,2.4963655207300115,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,1,0,1,1.4742515607999502,0.7935095109170607,0.6501904845423541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,1,0,1,-0.05891937909514178,0.2645633510773144,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2344,1,0,1,-0.5699763590601724,0.7935095109170607,0.5648012099431252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2345,1,1,1,-0.3144478690776571,0.31264936560820067,0.28728606749563185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2347,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2348,1,1,0,0.8354303358436619,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2349,1,0,1,2.6241297657212694,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2350,1,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2351,1,0,1,-0.18668362408639944,-0.08806742214918344,0.4260436387193787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2352,1,0,1,-0.6977406040514301,0.2645633510773144,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2353,1,1,1,-0.3144478690776571,-0.08806742214918344,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2354,1,0,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2355,1,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2356,1,0,1,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,1,0,0,-0.3144478690776571,-0.08806742214918344,0.009770925048137806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,0,1,0.9631945808349196,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,1,0,0,-0.3144478690776571,-0.08806742214918344,-0.8227745022943429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2361,1,0,0,0.4521376008698889,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2362,1,0,1,-0.44221211406891475,-0.264382808762432,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2365,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2367,1,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2369,1,0,0,0.7076660908524043,-1.3222751284419247,-0.15673816042035812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2371,1,1,1,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,1,0,0,-0.3144478690776571,-0.08806742214918344,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2376,1,1,1,0.19660911088737357,0.2645633510773144,0.3427890959851304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2377,1,0,0,1.0909588258261773,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2378,1,0,0,0.32437335587863125,-0.08806742214918344,-0.7187063238765328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2379,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2380,1,1,1,-0.5699763590601724,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2381,1,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,1,0,0,0.4521376008698889,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2385,1,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2387,1,0,1,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,1,1,0,-0.6977406040514301,0.2645633510773144,-0.6562654168258467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2389,1,0,0,0.5799018458611466,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2390,1,0,0,0.19660911088737357,-0.264382808762432,-0.22809919704971374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,1,0,0,0.19660911088737357,-0.3399465458823958,0.26593874884582475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2394,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2396,1,0,0,0.19660911088737357,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2399,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2400,1,0,0,2.751894010712527,-0.5288558886823052,-0.4065017886231024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,1,0,1,3.6462437256513307,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2402,1,0,0,-0.44221211406891475,-0.264382808762432,-0.15673816042035812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2403,1,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2404,1,0,0,-0.3144478690776571,-0.3399465458823958,-0.22809919704971374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2405,1,0,1,1.4742515607999502,0.7935095109170607,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,1,0,1,1.602015805791208,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,1,0,0,3.0074225006950424,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2408,1,0,0,-0.18668362408639944,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2409,1,0,0,2.240837030747496,0.2645633510773144,-0.15673816042035812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2410,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2411,0,0,0,3.5184794806600728,-0.08806742214918344,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,0,0,1,2.240837030747496,0.35272104438393903,-0.4065017886231024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,1,0,1,-0.05891937909514178,0.2645633510773144,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2415,1,0,0,-0.18668362408639944,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2416,1,1,0,0.19660911088737357,-0.08806742214918344,0.009770925048137806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2417,1,0,1,0.19660911088737357,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2418,1,1,1,-0.18668362408639944,0.5731152776504995,0.842316352390619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,1,0,0,3.0074225006950424,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2421,1,0,0,2.240837030747496,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2422,1,0,1,2.4963655207300115,0.7935095109170607,0.4260436387193787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,1,0,0,0.7076660908524043,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,1,0,0,0.8354303358436619,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2425,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2426,1,0,0,0.4521376008698889,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2427,1,1,1,1.602015805791208,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2428,1,0,0,0.7076660908524043,-0.08806742214918344,0.48551116924384125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,1,0,0,1.4742515607999502,9.027115744121044e-05,-0.09429725336967207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2430,1,1,1,-0.6977406040514301,-0.08806742214918344,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2431,1,1,1,0.0688448658961159,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2432,1,1,0,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2435,1,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2436,1,0,1,1.0909588258261773,0.0588620666951906,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,1,1,0,-0.18668362408639944,-0.264382808762432,-0.4065017886231024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2438,1,0,0,1.0909588258261773,-0.13992488880013876,0.4260436387193787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,1,0,0,1.4742515607999502,-1.3222751284419247,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2440,1,0,0,-0.05891937909514178,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2442,1,0,0,1.4742515607999502,-1.851221288281671,-1.1557926732313353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2443,1,0,1,1.0909588258261773,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,1,0,0,-0.44221211406891475,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2446,1,0,0,2.6241297657212694,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2447,1,0,1,3.774007970642588,-1.3703611429728106,-0.8227745022943429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2448,1,0,0,0.5799018458611466,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2449,1,0,0,0.9631945808349196,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2451,1,0,0,2.6241297657212694,-0.3399465458823958,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,1,0,1,-0.5699763590601724,0.7935095109170607,0.3427890959851304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2454,1,1,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2455,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,1,0,1,4.029536460625104,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2458,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2459,1,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2460,1,0,0,2.4963655207300115,-0.08806742214918344,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2461,1,0,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2462,1,0,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,1,1,0,-0.44221211406891475,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2464,1,0,0,0.7076660908524043,0.2645633510773144,0.3427890959851304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2465,1,0,0,2.6241297657212694,0.35272104438393903,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2468,1,0,0,-0.44221211406891475,-0.08806742214918344,-0.8227745022943429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2469,1,0,0,1.602015805791208,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2471,1,0,0,0.7076660908524043,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2472,1,0,0,-0.6977406040514301,-0.08806742214918344,-0.4065017886231024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2473,1,0,0,0.0688448658961159,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2475,1,0,0,2.751894010712527,-1.851221288281671,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,1,1,1,0.5799018458611466,0.4485446240650523,0.5165377069087786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2478,1,0,1,-0.6977406040514301,0.7935095109170607,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2479,1,0,0,-0.05891937909514178,-0.264382808762432,-0.15673816042035812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2481,1,1,1,-0.18668362408639944,0.7935095109170607,0.4260436387193787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2482,1,0,1,1.2187230708174348,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2483,1,0,1,-0.3144478690776571,0.35272104438393903,0.6341799955549985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,1,0,1,2.751894010712527,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2485,1,0,0,2.6241297657212694,-0.7933289686021783,-1.2985147464900462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,1,0,0,2.368601275738754,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
